Age,Gender,Married,Salary,Annual Spend
29.6,Female,Single,23826.66,1790.99
25.1,Female,Married,41987.45,3008.6
61.6,Male,Married,50309.87,3273.75
24.6,Male,Single,28942.42,100
24.4,Male,Single,34433.01,100
49.7,Female,Married,41054.16,2920.57
30,Female,Single,17674.86,2265.35
20.4,Male,Single,29697.51,100
38.2,Male,Married,57216.07,2717.17
52.1,Female,Married,42364.94,2842.32
25.8,Female,Single,24970.28,1562.23
41.7,Female,Married,35705,3135.85
59.7,Male,Married,53968.6,3426.03
60.1,Male,Married,54603.1,3440.42
56.3,Female,Married,31862.92,2457.53
21.7,Male,Single,26479.66,337.3
53.5,Female,Married,33431.68,2427.44
23,Female,Single,17880.08,1854.88
57.5,Female,Married,40607.84,1318.12
18,Male,Single,27687.21,160.73
29.8,Female,Single,20098.63,2346.85
49.2,Female,Married,36593.78,3418.69
37,Male,Married,51027.97,3333.62
56.2,Male,Married,57576.38,3043.93
51.9,Male,Married,49756.38,3477.18
44.7,Female,Married,40143.64,3288.96
54.8,Female,Married,44904.78,2783.97
23.7,Male,Single,35818.88,115.3
29.1,Male,Single,23194.96,455.23
59.4,Male,Married,58407.03,3229.35
33.2,Female,Single,24126.32,2797.74
31.2,Female,Single,27053.11,2019.98
21.9,Female,Single,25258.42,2131.78
46.6,Female,Married,37990.17,2380.21
28.8,Female,Single,21918.84,2072.13
58.3,Male,Married,63801.63,3358.82
46.3,Female,Married,41389.37,2453.15
50.3,Female,Married,31420.97,2773.81
28.2,Male,Single,26418.52,100
25.8,Female,Single,23175.1,2136.76
30,Male,Single,32598.89,1487.42
33.8,Female,Single,24025.17,1257.07
32.3,Female,Single,24269.72,2940.95
68,Male,Married,60818.04,2707.88
42,Female,Married,35277.17,3215.41
34,Female,Single,21924.22,1844.71
48.9,Male,Married,56656.16,2281.81
26.9,Male,Single,30891.91,1288.65
19.6,Male,Single,34769.12,883.18
19.3,Male,Single,25895.74,100
46.7,Female,Married,38081.67,2876.46
55.3,Male,Married,50496.8,3602.85
59,Male,Married,52913.32,3703.86
30.5,Female,Single,25395.91,2330.18
64.6,Male,Married,48743.01,2907.58
30.5,Female,Single,23910.36,858.65
24.4,Male,Single,27868.11,158.33
21.2,Male,Single,30366.18,100
45.2,Female,Married,42967.09,1972.4
59.6,Female,Married,38170.97,3112.17
24.8,Male,Single,28758.45,100
25.6,Male,Single,25970.1,1460.5
25.5,Male,Single,29399.4,100
44.1,Female,Married,31296,3232.32
19.6,Male,Single,34813.19,328.83
28.8,Female,Single,,1393.77
28,Male,Single,30874.46,100
27.5,Male,Single,25893.54,956.76
33.2,Male,Single,30334.01,100
55.5,Male,Married,43324.53,2873.75
63.4,Male,Married,51245.04,3388.49
21.1,Male,Single,29712.42,161.22
59.3,Male,Married,61974.09,3147.47
25,Female,Single,22888.49,2763.45
23.9,Female,Single,27977.46,1786.06
27.1,Female,Single,20352.94,2456.98
56.9,Male,Married,48820.87,3997.78
55.9,Male,Married,54355.05,3400.69
28.5,Female,Single,21816.28,1178.78
54.4,Male,Married,51929.81,3386.21
52.6,Female,Married,46357.33,2324.22
22.9,Male,Single,35048.77,100
59.6,Male,Married,52851.76,2944.6
18.3,Male,Single,30300.63,371.1
21,Male,Single,27668.27,1292.78
25.6,Male,Single,28641.55,580.15
52.4,Female,Married,34909.62,3857.12
22.3,Male,Single,26894.62,1078.27
57.7,Male,Married,54545.74,2870.08
55.7,Male,Married,60218.32,2920.76
21.9,Male,Single,28385.06,100
63.3,Male,Married,53098.73,2924.1
29.4,Female,Single,20770.38,1682.62
29.6,Female,Single,24161.84,1499.22
39.1,Female,Married,39169.48,2861.11
49.6,Male,Married,61448.09,3756.12
31.6,Female,Single,21417.06,462.78
37,Male,Single,22460.03,996.27
28,Male,Single,29686.23,100
67.1,Male,Married,48907.87,3632.61
43,Female,Married,40321.7,3224.98
36.6,Female,Married,34398.91,1536.76
73.9,Male,Married,53073.55,3972.09
23.2,Male,Single,31716.72,100
55.4,Female,Married,41707.88,3189.05
26.7,Male,Single,30097.44,155.21
23.4,Female,Single,26948.62,2619.72
71.7,Male,Married,57814.14,2544.98
64.3,Male,Married,53420.57,3233.85
40.7,Female,Married,42455.11,3252.84
36.4,Female,Single,23522.6,2075.55
30,Female,Single,24344.27,2274.48
50.5,Female,Married,32532.44,2518.96
28,Female,Single,27862.76,2851.48
41,Female,Married,42868.13,3312.19
44.7,Female,Married,37832.49,2967.44
22.9,Female,Single,23029.24,1721.85
24.5,Male,Single,27421.3,419.63
52.4,Female,Married,36138.89,2691.54
42.6,Female,Married,32085.63,2098.43
51.3,Male,Married,58211.85,2888.49
27.9,Female,Single,20814.39,908.9
60.3,Male,Married,54584.06,3070.63
23,Male,Single,33649.34,620.04
61.4,Male,Married,53691.6,3357.33
54.4,Male,Married,53922.13,3236.77
33.2,Female,Single,32821.53,925.3
33,Female,Single,23177.41,1676.46
21.8,Male,Single,27721.08,1186.07
62.6,Male,Married,55488.79,2866.69
53.7,Female,Married,26405.68,3785.8
30.3,Female,Married,46020.68,3349.31
51.4,Male,Married,50450.38,2748.16
66,Female,Married,31279.38,2267.17
32.7,Male,Single,28729.47,100
67.8,Male,Married,58925.28,3214.18
50.1,Male,Married,55578.67,3325.27
63.2,Male,Married,50939.25,3114.77
51.2,Male,Married,57164.79,2863.59
25.9,Male,Single,27928.87,
21.8,Female,Single,26567.92,2508.93
21.3,Male,Single,34004.88,100
25.3,Male,Single,24738.94,100
21,Female,Single,22576.81,2342.57
29.3,Male,Single,32837.98,1391.87
28.9,Female,Single,24436.01,2234.13
59.1,Male,Married,52528.28,2918.33
31.2,Female,Single,21014.08,1928.81
18.8,Male,Single,30121.64,618.81
46.9,Female,Married,35868.56,3176.51
48.4,Female,Married,48528.53,2470.48
61.1,Male,Married,51201.21,3092.62
26.8,Female,Single,27939.56,1913.32
54.8,Female,Married,42159.95,2599.83
19.3,Male,Single,34951.91,660.71
42.6,Female,Married,46723.7,3093.47
54.9,Male,Married,57260.62,3144.96
22.6,Male,Single,33967.59,1130.22
18,Male,Single,29134.35,829.28
24.3,Male,Single,31266.87,957.89
50,Male,Married,59554.4,2975.52
47.8,Female,Married,37755.19,3414.54
24.1,Male,Single,28625.65,1017.15
27.9,Female,Single,24379.15,1458.6
26.5,Female,Single,25978.48,1085.51
46.6,Female,Married,32278.77,3267.75
24.6,Female,Single,24606.65,3181.77
24.9,Male,Single,30792.42,1021.41
69.1,Male,Married,61186.56,3084.52
29.8,Female,Single,26569.91,1509.08
53.5,Female,Married,48706.95,2964.69
34,Female,Single,23496.06,1067.03
28.5,Male,Single,29461.81,708.09
18,Male,Single,28985.23,1108.89
65.2,Male,Married,58553.35,2637.38
66.8,Male,Married,54818.66,3400.06
35.6,Female,Single,21220.21,2012.22
58.3,Male,Married,56247.39,2795.28
35.4,Female,Single,28713.35,2597.53
31.5,Female,Single,22627.32,1312.81
53.4,Male,Married,61378.52,3072.97
25.5,Male,Single,28507.07,100
18.3,Male,Single,31083.84,366.17
64.2,Female,Married,38710.59,2991.63
31.1,Female,Single,25371.48,2398.55
18,Male,Single,23963.74,1057.13
48.1,Female,Married,36604.41,2354.85
41.4,Female,Married,37633.28,2150.39
29.5,Female,Single,26555.34,2104.08
22.7,Female,Single,24132.25,1741.58
55.3,Male,Married,59070.35,3297.54
26.5,Male,Single,34371.53,784.6
56.4,Female,Married,33213.04,2004.85
48.8,Male,Married,50167.98,3698.18
53.4,Male,Married,57068.79,3225.75
28.5,Female,Single,27646.24,1763.43
61.1,Male,Married,50587.41,2152.87
42.8,Female,Married,35430.38,2245.08
56.8,Male,Married,59002.93,3631.78
58.1,Male,Married,54356.26,3319.19
43.6,Female,Married,35785.77,1461.91
44.4,Female,Married,34213.75,3023.21
23.6,Male,Single,35292.17,100
26.5,Female,Single,18502.02,1953.14
62.1,Male,Married,53834.37,2743.69
30.7,Female,Single,18747.4,2141.21
24.9,Female,Single,24503.27,916.01
27.6,Female,Single,20492.17,1441.97
50.1,Male,Married,53103.35,3056.25
34.4,Female,Single,27807.62,2486.58
59.5,Male,Married,60312.08,2878.45
36.3,Female,Single,25864.21,2158.21
31.2,Male,Single,31123.32,227.03
28.8,Female,Single,22150.83,1741.38
48.5,Male,Married,61539.52,3128.59
49.5,Male,Married,52617.34,3102.66
28.9,Female,Single,21315.81,3031.8
30.3,Female,Single,21474.01,2641.19
,Female,Married,36901.29,2531.74
32.7,Female,Single,22796.35,2934.84
60.3,Male,Married,51397.45,3497.21
25.7,Female,Single,23749.74,2117.66
58.7,Male,Married,51795.9,3638.46
21.4,Male,Single,27131.16,185.97
64.3,Male,Married,55669.39,2806.51
29,Male,Single,32716.59,100
28.2,Female,Single,24662.1,1150.29
25.5,Female,Single,23122.01,2976.29
21.9,Male,Single,32583.65,1139.44
22.8,Male,Single,24987.72,1126.87
41.8,Female,Married,34507.89,3260.7
31.1,Female,Single,27871.97,1847.17
56.3,Female,Married,37381.61,1441.53
33.1,Female,Married,36545.4,3387.66
62.2,Female,Married,33128.45,2186.56
40.3,Male,Married,53134.46,2796.25
47.6,Female,Married,43051.46,2942.07
47.4,Male,Married,56060.96,3267.54
38.4,Female,Married,42451.14,3290.11
26.4,Male,Single,32817.62,816.66
46.1,Female,Married,45018.86,2911.02
39.4,Female,Single,23051.2,488.75
56.2,Female,Married,50570,2473.79
24.2,Male,Single,29760.02,733.59
70.3,Male,Married,64120.13,3027.24
43.3,Female,Married,44008.78,2754.5
38.2,Female,Married,43837.34,2993.35
63.6,Male,Married,62541.28,3936.12
19.4,Male,Single,30794.7,100
52.6,Female,Married,26474.61,2326.34
53.3,Female,Married,36675.34,3754.14
43.3,Female,Married,39674.84,3272.56
29.1,Female,Single,25713.7,2120.27
54.1,Female,Married,38449.79,2547.01
22.7,Female,Single,24147.86,2591.84
25.6,Male,Single,25853.78,357.13
34.7,Female,Single,26305.35,2959
30.2,Female,Single,24643.35,1134.14
28.9,Female,Single,21811.91,1117.11
20.9,Female,Single,24390.5,2414.11
28.8,Female,Single,23547.74,1084.47
67.1,Male,Married,56150.54,3308.91
72.8,Male,Married,53469.13,3196.98
30.2,Female,Married,37720.08,2603.01
21.5,Male,Single,30780.86,531.3
29.8,Female,Single,27798.84,2086.39
35.1,Female,Single,19887.26,2103.22
24.3,Male,Single,29535.61,553.56
30.4,Female,Single,27608.84,2601.44
61.5,Male,Married,58849.6,2691.69
35.2,Female,Single,22932.11,2686.18
23.6,Female,Single,21213.33,996.62
58.9,Female,Married,35004.58,2522.97
28.7,Female,Single,20623.07,1608.91
24.4,Male,Single,36104.13,840.65
32.5,Female,Single,26192.28,2337.06
31.9,Female,Single,19977.61,2582.33
51.7,Female,Married,40511.96,2324.77
31.6,Female,Single,23110.68,1601.21
55.1,Female,Married,37396.35,3137.02
33.7,Female,Married,34985.19,2607.12
25.5,Male,Single,29974.26,293.52
26.7,Female,Single,25445.49,1923.43
59,Male,Married,53508.48,3168.59
19.7,Male,Single,35992.98,1773.84
22.8,Male,Single,31735.89,715.84
43.1,Female,Married,36400.52,2682.97
21,Female,Single,30464.2,3243.58
23.2,Male,Single,29062.27,100
40.4,Female,Married,42368,3596.72
43.2,Female,Married,34835.19,3587.95
45.2,Female,Married,37782.29,2937.95
29.3,Female,Single,24433.32,1274.08
28.3,Female,Single,23577.67,1797.94
35.2,Female,Single,23862.66,1440.26
63.8,Male,Married,,2900.54
51.6,Female,Married,41361.25,3239.31
43.8,Male,Married,50147.82,2271.58
52.3,Male,Married,52336.01,2922.66
47.4,Female,Married,41701.53,3609.44
29.7,Male,Single,30927.35,666.69
30.2,Female,Single,21238.7,1347.9
23.6,Female,Single,21371.41,2212.82
28.6,Female,Single,23568.83,1128.7
28.7,Male,Single,31213.1,119.38
26.6,Female,Single,24276.59,1991.9
23.5,Male,Single,33083.5,1045.86
31.3,Female,Married,33270.79,3775.57
25,Male,Single,26146.04,638.27
23.3,Male,Single,26331.85,100
23.2,Male,Single,31139.18,953.78
33.2,Female,Single,21426.22,2661.79
30.6,Female,Single,24388.85,2730.09
31.2,Male,Single,36526.66,1019.43
44.3,Female,Married,31142.88,3086.67
23.1,Male,Single,27335.82,1061.54
25.8,Male,Single,22655.01,100
66.2,Female,Married,41389.09,2741.99
20.5,Male,Single,30655.47,515.41
27.4,Female,Single,29163.2,2193.51
48.1,Female,Married,51419.63,2848.49
46.7,Female,Married,36364.1,1411.57
38,Female,Single,19848.84,972.2
67.6,Female,Married,40596.08,2338.18
53.7,Male,Married,58818.67,3272.65
26.1,Female,Single,22782.09,3057.33
46.3,Female,Married,37162.55,2649
56.9,Male,Married,59229.59,3081.64
26.6,Male,Single,29760.49,871.57
18,Male,Single,32643.21,218.77
30.1,Female,Single,22078.25,2236.59
62.9,Female,Married,45078.79,3358.57
40.6,Male,Married,51641.4,3173.01
27.8,Male,Single,27848.28,116.7
30.2,Female,Single,23756.02,1498.61
28.4,Female,Single,23147.32,3187.55
49.4,Female,Married,28475.76,3771.84
27.1,Female,Single,22785.7,2577.83
26.7,Male,Single,28673.51,964.93
38.9,Female,Single,26227.5,2495.02
65.1,Female,Married,37838.04,4034.58
32.4,Female,Single,23329.37,2146.39
23.2,Male,Single,31627.61,964.56
40.9,Male,Married,48069.27,3130.49
47.5,Female,Married,44786.97,2691.63
48,Female,Married,46010.24,1948.39
63.3,Male,Married,63573.04,3183.9
49.8,Female,Married,39960.43,2723.13
60.2,Female,Married,38704.68,2744.66
23.2,Male,Single,30531.7,881.93
26.5,Male,Single,28318.68,283.62
25.4,Female,Single,23147.69,1945.83
26.3,Male,Single,28798.71,731.02
22.7,Male,Single,32989.55,754.16
31.1,Female,Single,27992.48,1683.71
53.8,Female,Married,31352.54,2451.96
33,Female,Single,22734.91,2883.05
24.6,Male,Single,32125.43,100
47.7,Female,Married,33976.86,3588.84
23.1,Male,Single,32127.19,100
29.6,Female,Single,23128.76,2111.11
62.2,Male,Married,53375.62,2795.83
25,Male,Single,30252.77,1077.7
56.3,Female,Married,39951.71,2198.41
60.9,Male,Married,,3307.66
36.6,Female,Married,34760.7,4506.47
24.3,Male,Single,27530.3,474.73
58.5,Male,Married,57262.8,3573.4
53.3,Female,Married,43872.53,3202.87
30.2,Female,Single,25523.07,1453.55
27,Female,Single,26904.45,2037.9
45.3,Female,Married,40141.01,2719.39
43.3,Female,Married,39854.57,2684.03
23.2,Male,Single,28451.02,1195.34
36.7,Female,Married,31373.73,2764.46
21.2,Male,Single,31179.99,1282.02
28.2,Female,Single,24591.77,2559.57
45.6,Female,Married,42040.65,4146.02
41.6,Female,Married,42523.65,3274.19
51.9,Male,Married,53150.59,3185.65
31.1,Female,Single,22442.2,1591.12
23.3,Male,Single,23915.27,760.55
23.6,Male,Single,32629.64,1383.17
28.6,Female,Single,21263.64,2884.29
62.1,Male,Married,64614.47,3196.96
46.9,Female,Married,36270.93,4111.18
34.5,Male,Single,30386.68,100
31.6,Female,Single,25728.33,358.47
27.6,Male,Single,33029.47,586.56
26.3,Female,Single,24361.1,2232.09
26.8,Male,Single,30791.74,869.67
27.9,Female,Single,24713.93,2469.04
39.1,Female,Married,43043.91,3064.35
50.3,Male,Married,58173.89,2988.51
45,Female,Married,37370.87,3202.03
59.1,Male,Married,59506.25,2251.68
42.3,Female,Married,34328.61,2129.85
53.5,Male,Married,52531.44,3015.28
33.1,Female,Single,23032.35,947.38
65.1,Male,Married,54375.85,3774.28
49.7,Female,Married,42638.66,3017.9
19,Male,Single,26761.91,100
48.5,Male,Married,54380.64,3486.31
67.1,Female,Married,40699.31,2834.77
22.2,Male,Single,27742.96,459.21
52.3,Male,Married,55257.31,3173.71
21.6,Male,Single,33304.55,1041.74
59,Male,Married,49344.48,3196.93
60.1,Male,Married,55350.85,2904.23
42.8,Female,Married,42569.5,2916.98
33.8,Female,Single,27065.05,3411.49
54,Female,Married,,3157.61
22.1,Male,Single,32272.85,168.06
44.7,Male,Married,56351.2,3519.94
45.2,Female,Married,38845.46,2269.97
20.6,Male,Single,30595.51,100
18.6,Male,Single,29383.35,437.42
25.2,Male,Single,28674.14,100
58.9,Female,Married,32173.32,3192
21.2,Male,Single,24158.74,1051.42
19.8,Male,Single,29262.3,485.03
54,Male,Married,45483.47,4010.36
62.9,Female,Married,38923.26,1964.4
60.8,Male,Married,56003.4,2987.35
44.7,Female,Married,38477.22,1947.15
18,Male,Single,25241.93,764.49
57.4,Female,Married,35600.68,2921.24
64,Male,Married,57688.53,2948.44
43.7,Female,Married,39045.37,3193.07
59,Female,Married,43209.59,4072.77
49,Male,Married,54960.37,3862.25
25.1,Female,Single,27808.56,1664.58
70.5,Male,Married,58862.85,3150.14
60.1,Male,Married,43104.07,3155.23
52.7,Male,Married,60587.93,3542.05
29.2,Female,Single,31341.93,2267.62
37.7,Female,Married,47501.16,2908.36
26.6,Male,Single,32759.43,100
36.5,Female,Single,24466.24,2685.39
24.8,Male,Single,33058.07,802.96
33.6,Female,Married,38869.13,3771.87
62,Male,Married,53844.89,3587.36
48.5,Female,Married,34124.76,1461.26
63.5,Male,Married,55788.19,2878.17
52.1,Female,Married,35536.24,1280.26
52.7,Female,Married,42452.51,2486.44
,Male,Single,27999.45,379.38
49.9,Female,Married,40164.6,2695.64
27.1,Male,Single,29392.43,100
54.9,Male,Married,50229.87,3054.17
65.4,Male,Married,60501.04,3317.48
26.7,Female,Single,21382.87,1887.03
24,Male,Single,30392.21,259.75
46.8,Female,Married,28247.72,2174.46
60,Male,Married,47977.37,3696.32
21.7,Male,Single,35875.35,671.52
63.7,Male,Married,50893.18,3586.94
51,Male,Married,48278.79,3090.16
27.6,Female,Single,23635.47,1907.73
55.3,Female,Married,33039.05,3712.46
26.8,Male,Single,30025.69,900.5
56.6,Male,Married,63338.47,3383.29
23,Male,Single,33269.37,100
27.2,Male,Single,27198.18,135.97
56.2,Male,Married,45380.63,3746.91
23,Female,Single,26975.19,1574.05
49.3,Female,Married,38956.48,3040.54
28.7,Female,Single,25862.11,2200.25
30.8,Female,Single,25025.92,1927.45
30.5,Female,Single,25125.47,2470.71
52.2,Male,Married,53857.29,3485.3
29.1,Male,Single,34059.59,805.94
53.6,Female,Married,25565.11,3665.42
26,Female,Single,22638.31,1290.57
29.7,Female,Single,23215.26,3082.76
27,Female,Single,26266.2,3062.33
30.3,Male,Single,28777.3,183.88
53,Male,Married,53753.53,3295.6
29.9,Female,Single,21404.28,2736.28
53.1,Male,Married,53008.04,2667.52
48,Female,Married,45045.95,3141.4
66,Male,Married,49128.35,3423.8
55.4,Male,Married,54974.58,3221.51
18.8,Male,Single,25144.85,105.68
20.7,Male,Single,31404.77,549.02
26.8,Female,Single,25988.21,2353.6
61,Male,Married,55125.69,3008.99
28.7,Male,Single,34479.93,817.12
23.6,Male,Single,29285.34,100
28.1,Female,Single,22388.5,2179.16
45.6,Female,Married,37231.79,2970.91
29.3,Female,Single,25289.77,2320.77
48.1,Male,Married,54915.19,3401.71
25.5,Female,Single,29295.58,1409.94
61.8,Male,Married,50803.89,3118.79
23.8,Female,Single,24036.11,2156.98
26.6,Male,Single,29066.53,100
36.7,Female,Married,33225.04,3396.44
57.4,Male,Married,59197.69,3132.13
35.7,Female,Married,30236.24,1293.45
20.6,Male,Single,29589.6,912.19
44.5,Female,Married,39070.92,2009.78
31.5,Female,Single,21504.29,811.39
36.9,Female,Single,26868.44,1015.72
24,Male,Single,28999.01,829.13
19.7,Female,Single,23216.1,2125.99
71.8,Male,Married,60230.12,2472.65
50.7,Male,Married,54640.65,3191.41
32.1,Female,Married,38020.58,2226.98
20.8,Male,Single,32290.67,669.63
40.9,Female,Married,43056.98,2944.8
30.8,Male,Single,34185.7,675.2
25.8,Female,Single,21150.2,2200.25
29.5,Male,Single,30470.73,539.61
54.4,Female,Married,38072.84,3424.29
54.7,Male,Married,59120.59,3072.79
59.4,Male,Married,54585.36,3216.64
62.4,Male,Married,61328,4114.79
22.2,Male,Single,26615.35,1673.2
37.9,Female,Single,18989.15,1378.97
43.2,Female,Married,33262.24,2343.63
25.1,Female,Single,23435.26,1667.93
38.5,Female,Married,30931.09,2992.64
22,Male,Single,29545.82,374.3
45.3,Female,Married,31413.85,2912.61
49.2,Female,Married,32921.25,3533.67
47.4,Male,Married,48683.39,2484.94
45.9,Male,Married,57683.36,3461.78
21.9,Male,Single,30522.46,806.33
58.4,Female,Married,44409.31,2339.83
54.2,Male,Married,60809.88,3649.68
21.3,Female,Single,18171.31,1328.49
22.2,Male,Single,28732.14,384.3
26.8,Male,Single,31780.68,100
41.5,Female,Married,33585.84,2869.93
23,Male,Single,27902.41,294.04
38.9,Female,Single,21337.6,1552.63
59,Male,Married,54842.54,3957.94
30.4,Female,Single,23718.7,964.2
27.3,Male,Single,29337.64,571.06
33,Female,Married,35167.44,3696.83
38.3,Female,Married,32236.35,2928.21
20.9,Male,Single,30186.79,521.92
53.9,Male,Married,56677.91,3539
26.4,Male,Single,34610.29,755.79
57.4,Female,Married,42219.06,2440.34
48.8,Female,Married,37137.29,3007.3
36,Female,Married,31974.81,2391.46
26.4,Male,Single,29913.33,1115.73
56.8,Male,Married,51991.4,4154.41
33.6,Female,Single,26299.89,1610.52
43.6,Female,Married,35503.39,1471.63
26.6,Male,Single,31333.13,1928.96
58.2,Male,Married,59460.16,3263.14
32.4,Female,Single,28592.92,2432.28
28.6,Female,Single,27309.88,2063.23
64.1,Male,Married,50798.02,2697.22
21,Female,Single,21446.91,1787.66
23.5,Male,Single,27696.63,930.59
80.1,Male,Married,53647.56,3338.33
42.1,Female,Married,33019.76,3197.01
34.3,Female,Single,14966.02,1069.4
35.3,Female,Married,44216.58,3000.79
66.8,Male,Married,52761.49,3227.5
29,Female,Single,17793.1,1077.57
31.1,Female,Single,25829.15,1635.93
51.7,Male,Married,53446.55,3192.23
41.4,Female,Married,45766.04,3488.98
34.2,Female,Married,34609.18,2165.38
30.9,Female,Single,21662.44,1208.85
61.7,Male,Married,58908.69,2523.73
57.9,Male,Married,46122.57,3220.92
47.1,Female,Married,42408.09,2155.97
40.1,Male,Married,50424.29,3666.4
18,Male,Single,33267.81,1819.1
18,Male,Single,28439.43,577.17
30.2,Female,Single,24447.18,1713.11
22.7,Male,Single,31833.3,1391.81
62,Male,Married,57084.62,3189.71
33.1,Female,Single,22613.85,1674.32
